Other Songs I Know	Artists	ID	ExCol
Rhinestone Doo Rag	Royce Da 5'9"	The Allegory	spotify:track:4XsL1JtcVpTk1yDd0WsCbk
Vintage Chanel (feat. Joey Bada$$, Kirk Knight, Meechy Darko & Zombie Juice)	Powers Pleasant, Joey Bada$$, Kirk Knight, Meechy Darko, Zombie Juice	Life Is Beautiful	spotify:track:61vOACPOCIkNL2ZfBLyZjk
Frosty The Snowman (feat. Alessia Cara)	Pentatonix, Alessia Cara	Evergreen	spotify:track:7dg8ikrVSTkpu8RVl2NkAc
Forsaken (Freestyle)	Krohme, Royce Da 5'9"	Forsaken (Freestyle)	spotify:track:1PtWhXkv5AbqWqIx83gNoE
Venom - Remix	Eminem	Last One Standing (feat. Polo G, Mozzy & Eminem) [From Venom: Let There Be Carnage]	spotify:track:6kUaRtXf19fu5IQWjmwsEJ
Same Love - BBC Live Version	Kodaline	In A Perfect World (Collection)	spotify:track:7D5dLliak9hHkO4PVLrUJp
Good Things Fall Apart (with Jon Bellion) [3LAU Remix]	ILLENIUM, Jon Bellion, 3LAU	ASCEND (Remixes)	spotify:track:3dCl2WZYg3mUgZgb7Ber0x
Good Things Fall Apart (with Jon Bellion) [William Black Remix]	ILLENIUM, Jon Bellion, William Black	ASCEND (Remixes)	spotify:track:7vZqILkKnaX40eUhDSbU06
Wizard Of Oz	Logic	Bobby Tarantino II	spotify:track:2ycWek3FNNVHBhz2TcnOzZ
CLOUDS - Edit	NF	CLOUDS (THE MIXTAPE)	spotify:track:4eL4EOrlxrKK9TmyVjueXd
Honest - Kid Arkade Remix	Kodaline, Kid Arkade	Coming Up For Air (Live and Remixed)	spotify:track:39thzFCn9RAOxc9D24zUNI
BURN IT DOWN - Tom Swoon Remix	Linkin Park, Tom Swoon	RECHARGED	spotify:track:1buWPBwvTd6VnIdBV48yQM
Alone - Clean Bandit MFF Remix	Halsey, Big Sean, Stefflon Don, Clean Bandit	Alone (Remixes) (Feat. Big Sean & Stefflon Don)	spotify:track:483v27PMHWBtPFyXQ3rElQ
Facts	99 Neighbors	Television	spotify:track:4ALmCLV1EXWDlikO2HZ5cx
Pull Up (feat. Joey Bada$$ & A$AP Ferg)	Powers Pleasant, Joey Bada$$, A$AP Ferg	Life Is Beautiful	spotify:track:7mLEKl1ibbtfQq2P9HdKgI
Hit My Line (feat. Jay Critch, Joey Bada$$ & AKTHESAVIOR)	Powers Pleasant, Jay Critch, Joey Bada$$, AKTHESAVIOR	Life Is Beautiful	spotify:track:2WIxebN4rAazJVKEdAcEVE
Ela É do Tipo (feat. Drake) - Remix	MC Kevin o Chris, Drake	Ela É do Tipo (feat. Drake) [Remix]	spotify:track:7qLnSuxwLNlcapat8OCWZp
Desires (with Future)	Drake, Future	Dark Lane Demo Tapes	spotify:track:7eYAHC0RbBF9eaqWzT34Aq
Party (feat. J. Cole)	Beyoncé, J. Cole	Party (feat. J. Cole)	spotify:track:7GjNPaxtLRJxPy1U6bLYrK
Greatest	Eminem	Kamikaze	spotify:track:2XTquzYQAdT1Hk78bOUwsv
Kamikaze	Eminem	Kamikaze	spotify:track:2gsNpSn7VvvJuSrIDfRoYy
Fall	Eminem	Kamikaze	spotify:track:58QhkbaAkLFnn7JwAnAato
Rnw@y (Backyard Bangers Reanimation) [feat. Phoenix Orion]	Linkin Park, Phoenix Orion	Reanimation	spotify:track:0fpS77hc2BzBG8aFUvH1I9
Pendulum	Royce Da 5'9", Ashley Sorrell	The Allegory	spotify:track:721zLDvXO0PmGjVCKqno5c
Queen	P.H.F., Clairo	9mm	spotify:track:7KmgtxP0GJ0hQ2Y5E6EItk
No Excuses	NF	The Search	spotify:track:7ssFG94tZHpX9vbIFM0GVH
Versace on the Floor (Bruno Mars vs. David Guetta)	Bruno Mars, David Guetta	Versace On The Floor (Bruno Mars vs. David Guetta)	spotify:track:5UJshy5HDHdNEVqlJwzsQB
Good Guy (feat. Jessie Reyez)	Eminem, Jessie Reyez	Kamikaze	spotify:track:4g32MdRoqwGKQd3NXIRhpU
Points of Authority (Live at Docklands Arena, London) - B-Side Rarities	Linkin Park	Hybrid Theory (20th Anniversary Edition)	spotify:track:45f2AYPLVviUWTG3COknLO
Normal	Eminem	Kamikaze	spotify:track:0evt4UZbdhnHtcAnxkm6A1
Keep My Spirit Alive	Kanye West	Donda (Deluxe)	spotify:track:5zO3iS6KgrXA20ZXc9zMdI
Everybody's a bitch	King Los, Hopsin, Royce Da 5'9"	Moors Bars	spotify:track:6Dq945yRSAEoJx48E6tejE
Ring	Selena Gomez	Rare	spotify:track:11Ey4yJVeWEsA73KjACkVY
Breaking Up Was Easy In The 90's	Sam Hunt	SOUTHSIDE	spotify:track:4sf2L157iEgAR7yrCNLgSq
Halloween	Jon Bellion	The Separation	spotify:track:03RNpvzwMGViDHvZKfbNIo
A Dedicated Instrumental	Jon Bellion	The Separation	spotify:track:7FuyL5VZ172qCdq6opFpq4
Wildflower	5 Seconds of Summer	Wildflower	spotify:track:5ZBlQeRIVG4vmfKnRDhKZj
Video Games - Club Clique For The Bad Girls Remix	Lana Del Rey, Club Clique	Video Games Remixes	spotify:track:4KmtER3ibPlEHMw2CtU6Ba
Himno A La Alegría	Aitana, Alejandro Sanz, Antonio José, Antonio Orozco, Pablo López, Alejandro Lerner, Alessia Cara, Alex Ubago, Ana Mena, Andrés Calamaro, Andrés Dvicio, Brian May, Camilo, Carlos Rivera, David Bisbal, Draco, Dulce Pontes, Fher, India Martinez, Joy, Juanes, Lali, Laura Pausini, Leire Martinez, Macaco, Malú, Manolo Garcia, Manuel Carrasco, Mau y Ricky, Melendi, Miguel Ríos, Mikel Izal, Nathy Peluso, Pablo Alborán, Rosario, Rozalén, Sebastian Yatra, Vanesa Martín	Himno A La Alegría	spotify:track:7F5rc8a0xD6DCloB2kROq9
Video Games - Jakwob and Etherwood Remix	Lana Del Rey, Jakwob, Etherwood	Video Games Remixes	spotify:track:5FtPuqpCjMjkQ6hTg5rkhZ
A2Z	Logic	No Pressure	spotify:track:7oFnyYm3SIqDJCAYAA1oZI
do re mi - Tarro Remix	blackbear, Tarro	do re mi X	spotify:track:7yhDGIbcOJdjAhlhVuyXk5
do re mi - Prince Fox Remix	blackbear, Prince Fox	do re mi X	spotify:track:7K3r9CzcGfLAV9gu341pZS
Pour Me - Live at the Hollywood Bowl	Coldplay	Fix You	spotify:track:0PYRZQ90udhd9Bnv5d8rUb
Don't Get Chipped	Vince Staples	FM!	spotify:track:3NV4DUVDd2qubFtp4CgQ3p
California Girls	NoMBe	California Girls	spotify:track:0LWfUHni3AITNe28V3wo3j
What'd I Miss	Daveed Diggs, Leslie Odom Jr., Okieriete Onaodowan, Original Broadway Cast of Hamilton	Hamilton (Original Broadway Cast Recording)	spotify:track:2W9u3whoCkQYOUbmnSrHi1
dirty laundry - slowed	blackbear	dirty laundry (slowed)	spotify:track:0N2rGjQLuT0GqVueJxjQS6
do re mi - Rad Cat Remix	blackbear, Rad Cat	do re mi X	spotify:track:4iKzb6YFt20q6eS5gfVkNr
do re mi - FRND Remix	blackbear, FRND	do re mi X	spotify:track:2l6WFTmC8FWlrCWpLwqQmR
Pennyroyal	Joey Bada$$	1999	spotify:track:2miKV8OiAhmZPjhCzgRnvw
Pussy Is God	King Princess	Pussy Is God	spotify:track:6VCeywT4JeawuZOUkQ1okx
Opening	Linkin Park	Reanimation	spotify:track:1FMzjkHzv4m13rVwhowHyZ
do re mi - Good Intent Remix	blackbear, Good Intent	do re mi X	spotify:track:5NQxkgByBxGdx5yayzVlvh
Video Games - White Lies C-Mix	Lana Del Rey, Charles Cave	Video Games Remixes	spotify:track:74AyVnSemwIaGnpuJVnh1l
Ding! - Instrumental	Royce Da 5'9", DJ Premier	Hit 'Em / Ding!	spotify:track:5tZ7fk5z7pgRnNhFC3SiTn
Hit 'Em - Instrumental	Royce Da 5'9", DJ Premier	Hit 'Em / Ding!	spotify:track:3fGxIyutgXG71sWHqeZLwA
Only	NF, Sasha Alex Sloan	The Search	spotify:track:5lehoWkVPujeOAwb8BO0uK
Video Games - Jamie Woon Remix	Lana Del Rey, Jamie Woon	Video Games Remixes	spotify:track:5XcHGTbys5DFUA35CmgcGw
the 1 - ACRAZE Remix	blackbear, ACRAZE	the 1 (The Remixes)	spotify:track:0xZBhYXQBXHezR3ris1Y0K
DRUG DEALER	blackbear	ANONYMOUS	spotify:track:1EWxMwevdmV9SkrNEfsJeZ
Days in The East	Drake	Care Package	spotify:track:4czcw3NVLY0of5hTD7OufN
My Side	Drake	Care Package	spotify:track:4alHkxxwAhvoGg3dJCATKV
Do Ya Thang - Instrumental	PRhyme	PRhyme 2 Instrumentals	spotify:track:2BCcMFzVgdR1AYDYk9OFoI
Summertime - Live Off The Floor	Alessia Cara	This Summer: Live Off The Floor	spotify:track:4v2a1UpuAG5iixbN5EO1Ic
Video Games - We Don’t Belong In Pacha Remix	Lana Del Rey, Johan Karlberg	Video Games Remixes	spotify:track:1mQ0Qyj147Pmd6jyVvWoMV
Coin Flip Lunatic (feat. Royce Da 5'9)	Twiztid, Royce Da 5'9"	Abominationz (Madrox)	spotify:track:2BukpLlTs3U0HM55jDLr6B
the 1 - Tarro Remix	blackbear, Tarro	the 1 (The Remixes)	spotify:track:0VnZxyRYJke4tEGkHH5kDu
Finish What You Start	Joell Ortiz, Royce Da 5'9"	Free Agent	spotify:track:16k5huICfjXUtusrbwmgLH
the 1 - KIN Remix	blackbear, KIN	the 1 (The Remixes)	spotify:track:6wnMHTsBUPsiDoWB8LzYgT
the 1 - Le Sauvage Remix	blackbear, Le Sauvage	the 1 (The Remixes)	spotify:track:3ekaNgSXFl6oPiTsUck0Rs
Love Me Do - Remastered 2009	The Beatles	Please Please Me (Remastered)	spotify:track:3VbGCXWRiouAq8VyMYN2MI
Here Comes The Sun - Remastered 2009	The Beatles	Abbey Road (Remastered)	spotify:track:6dGnYIeXmHdcikdzNNDMm2
With A Little Help From My Friends - Remastered 2009	The Beatles	Sgt. Pepper's Lonely Hearts Club Band (Remastered)	spotify:track:2RnPATK99oGOZygnD2GTO6
Baby, Happy Birthday	Train	Bulletproof Picasso	spotify:track:5C1igzM2TSWMupl26JGLi0
the 1 - NvrLeft Remix	blackbear, NvrLeft	the 1 (The Remixes)	spotify:track:78UebmUUgYn2F5LwIzgRMO
Lose Your Mind - Live At The Button Factory	Kodaline	Live at The Button Factory - EP	spotify:track:7HcETs7wJ8yfkCmVEeRObY
Giraffe P*ssy (feat. Royce da 5'9", Xzibit, Bishop Lamont)	Apollo Brown, Ras Kass, Xzibit, Bishop Lamont, Royce Da 5'9"	Blasphemy	spotify:track:59MGwiSCMkUktPLvytpJ4z
the 1 - Rad Cat Remix	blackbear, Rad Cat	the 1 (The Remixes)	spotify:track:4W6hw11XKWUMDdy6OtRP6l
Fat Bottomed Girls - Remastered 2011	Queen	Jazz (Deluxe Remastered Version)	spotify:track:4igIYHF3B5VBxEafHauVo3
DONT WANT IT	Lil Nas X	MONTERO	spotify:track:4vsJWPwWPS27gRM4oLjBNO
Jornada Del Muerto	Linkin Park	A Thousand Suns	spotify:track:30eOmUOD9ZnfWMvKxpLzfo
2 Sides Of The Game	Lecrae, Zaytoven, Waka Flocka Flame, K-So Jaynes	Let the Trap Say Amen	spotify:track:7prghZ9Iv6AP0hPKTVM11f
We Didn't Start the Fire	Billy Joel	Storm Front	spotify:track:3Cx4yrFaX8CeHwBMReOWXI
Never Abandon Your Family	Kanye West	Donda (Deluxe)	spotify:track:2dz1JB89afkeSv509J5Po7
bright pink tims (feat. Cam'ron)	blackbear, Cam’ron	cybersex	spotify:track:7nachbrOxXI5sTUFlOAkca
grey l.a.	blackbear	the afterglow	spotify:track:5DB8FGqqfOS5LzIjTYaAcV
Can't Stop Finessing	Guapdad 4000	Dior Deposits (Deluxe)	spotify:track:2HE4GNGO1xWDefN2tm3vm4
Tricked	Royce Da 5'9", KXNG Crooked	The Allegory	spotify:track:6VdzU44ZpVGBbR5niium8y
Wash Us In The Blood	Kanye West, Travis Scott	Wash Us In The Blood	spotify:track:7mEUjhl6aTztdHCrxoTgBG
Everything Now	Arcade Fire	Everything Now	spotify:track:07Ugv4TA7PvQfoqetnmLrS
Legendary	Royce Da 5'9"	Book of Ryan (Bonus Track Edition)	spotify:track:7m8lbPzqUmdq6EfhMUhf4Z
Stay Alive - Reprise	Lin-Manuel Miranda, Phillipa Soo, Original Broadway Cast of Hamilton, Anthony Ramos	Hamilton (Original Broadway Cast Recording)	spotify:track:2ydKgIVZAQXeYLWtxU8DFS
Stay - Yasutaka Nakata Remix	Zedd, Alessia Cara, Yasutaka Nakata	Stay (Remixes)	spotify:track:3I2gTrQMzIjk9jKVD6qEjT
Looking At My Dogs	Royce Da 5'9", Yo Gotti	Independent's Day	spotify:track:1pjIhv7y7heYU098Z0SxnL
ringtone (Remix) [feat. Charli XCX, Rico Nasty, Kero Kero Bonito]	100 gecs, Charli XCX, Rico Nasty, Kero Kero Bonito	ringtone (Remix) [feat. Charli XCX, Rico Nasty, Kero Kero Bonito]	spotify:track:1cwQI9EXXDhRV1yP70vHXc
Sour Grapes ($UICIDEBOY$ X TRAVIS BARKER)	$uicideboy$, Travis Barker	LIVE FAST DIE WHENEVER	spotify:track:6VCiop8l5OWssezYim0cp7
Out Of Love - Morgan Page Remix	Alessia Cara, Morgan Page	Out Of Love (Remixes)	spotify:track:61Km07hgJuxPOaRWvg5fN1
Enth E Nd (Kutmasta Kurt Reanimation) [feat. Motion Man]	Linkin Park, Motion Man	Reanimation	spotify:track:50xYqUTVCvoqRLuyWFuG3r
the lobby	blackbear	the afterglow	spotify:track:07rY51Seh2RjQkgSVICDrL
shake ya ass (feat. P-Lo)	blackbear, P-Lo	drink bleach	spotify:track:0quqp7sNqZnyrePWcTPfpi
Walk Away - Oliver Moldan Remix	Alle Farben, James Blunt, Oliver Moldan	Walk Away - The Remixes	spotify:track:55fjY5PsCRLoxPJhGyoBnT
Off The Wall	Eminem, Redman	The Nutty Professor II - The Klumps	spotify:track:73vIPgsGjKi3qOjjQcH09F
Stay - Lophiile Remix	Zedd, Alessia Cara, lophiile	Stay (Remixes)	spotify:track:5CYAoFTUYmujB0vn9yzxOW
Steady 1234 (feat. Jasmine Thompson & Skizzy Mars) - Bad Royale Remix	Vice, Jasmine Thompson, Skizzy Mars, Bad Royale	Steady 1234 (feat. Jasmine Thompson & Skizzy Mars) [Bad Royale Remix]	spotify:track:12QSZHaVzCJIDkvTG9Rm4F
1Stp Klosr (The Humble Brothers Reanimation) [feat. Jonathan Davis]	Linkin Park, Jonathan Davis	Reanimation	spotify:track:6bz9irEuD1Ius2hcHIKRZh
up in this (with Tinashe)	blackbear, Tinashe	cybersex	spotify:track:4J2zCmydGtDFWmmAiNzImh
Wandered To LA (with Justin Bieber)	Juice WRLD, Justin Bieber	Fighting Demons	spotify:track:1cA4wEmLkKlttS6N89LbJh
califormula (Tarro Remix)	blackbear, Tarro	califormula (Tarro Remix)	spotify:track:7LjalVbaR7UsYQFoqhxZ3b
idfc - Tarro Remix	blackbear, Tarro	idfc (Tarro Remix)	spotify:track:1wsZ0cp5He4Wm4yohNjwIs
OKAY OKAY - Live Off The Floor	Alessia Cara	This Summer: Live Off The Floor	spotify:track:4iST0VtrQ5XASSGSCUvY40
Makin' Papers (feat. Lupe Fiasco, Too $hort, Snow tha Product)	Chuckie, Lupe Fiasco, Snow Tha Product, Too $hort	Makin' Papers (feat. Lupe Fiasco, Too $hort, Snow Tha Product)	spotify:track:7eMueuut6na1feCvWsxUmG
Washington on Your Side	Leslie Odom Jr., Daveed Diggs, Okieriete Onaodowan, Original Broadway Cast of Hamilton	Hamilton (Original Broadway Cast Recording)	spotify:track:1WHNqqRWhJVZIdCScFKtl5
One Last Time	Christopher Jackson, Lin-Manuel Miranda, Original Broadway Cast of Hamilton	Hamilton (Original Broadway Cast Recording)	spotify:track:0Iys022UwQ8xBfxE1g4nWZ
Dead Man Walking	Jon Bellion	Translations Through Speakers	spotify:track:4j6lDQ7Nl4ClcTtur36CMN
Worry About Me (Lost Frequencies Remix ft. blackbear)	Ellie Goulding, blackbear, Lost Frequencies	Worry About Me (Remixes)	spotify:track:4W9ksj7GYIiAqxckPvFHRM
Worry About Me (Krystal Klear Remix ft. blackbear)	Ellie Goulding, blackbear, Krystal Klear	Worry About Me (Remixes)	spotify:track:7MEF83VtQvOw8e5RtLiXsX
IDWK - Yellow Claw Remix	DVBBS, blackbear, Yellow Claw	IDWK (The Remixes)	spotify:track:4CbZHIx5saiOF9gJywgONE
Peru - R3HAB Remix	Fireboy DML, Ed Sheeran, R3HAB	Peru (R3HAB Remix)	spotify:track:3kv0lHXKrW8oltTe7fYbBq
IDWK - Ido B & Zooki Remix	DVBBS, blackbear, Ido B & Zooki	IDWK (The Remixes)	spotify:track:18iKrwXVETwe7XON05nZho
Girl is a Gun	Halsey	If I Can’t Have Love, I Want Power	spotify:track:0qecKb7i0BU3FVuzW1gDvl
Fav Boy	Ricky Reed, John-Robert, Alessia Cara	The Room	spotify:track:1L3DHFjU8rbadyR2rD7wIZ
Memory - Said The Sky Remix	Kane Brown, blackbear, Said The Sky	Memory Remixes	spotify:track:3RqFg3J52mvy7TxTUipuCr
Memory - GOLDHOUSE x Mokita Remix	Kane Brown, blackbear, GOLDHOUSE, Mokita	Memory Remixes	spotify:track:4XZ8YGsNIF4UqE324Mbgfg
Memory - Feather Remix	Kane Brown, blackbear, Feather	Memory Remixes	spotify:track:1Wpe3EXorasdlnzUOX472Z
Oh No ("Points of Authority" Demo) - LPU Rarities	Linkin Park	Hybrid Theory (20th Anniversary Edition)	spotify:track:1np1AmjYfT9cTNymCOHIQN
Coal (Unreleased Demo 1997) - LPU Rarities	Linkin Park	Hybrid Theory (20th Anniversary Edition)	spotify:track:5vsDXLJTu5YH6ua3IwUtKe
IDWK - Riggi & Piros Remix	DVBBS, blackbear, Riggi & Piros	IDWK (The Remixes)	spotify:track:2IZeu3PWa2cCWiopcRj9om
Sad ("By Myself" Demo 1999) - LPU Rarities	Linkin Park	Hybrid Theory (20th Anniversary Edition)	spotify:track:4YlPkFUmD9bxCGTyBgiZdn
Esaul ("A Place for My Head" Demo) - LPU Rarities	Linkin Park	Hybrid Theory (20th Anniversary Edition)	spotify:track:4KvnsX1TiOCISoXyCDAQlh
Busa Rhyme (feat. Eminem)	Missy Elliott, Eminem	Da Real World	spotify:track:7C6LiDgE7ro2R8A7WFQ8kv
Let It Snow	Ben Rector	Jingles and Bells	spotify:track:4bZ6ZkRegEKFbP0Plj9Zft
Away in a Manger	Ben Rector	Jingles and Bells	spotify:track:3T6rubjvTKziD5lJhigaZs
Worry About Me (Maya Jane Coles Remix ft. blackbear)	Ellie Goulding, blackbear, Maya Jane Coles	Worry About Me (Remixes)	spotify:track:3HkLJ7erl8rtbUr5NsP1w8
Grr (1999 Demo) - LPU Rarities	Linkin Park	Hybrid Theory (20th Anniversary Edition)	spotify:track:2ynLMerQLCKAYtMMrF6pSd
Chair (1999 "Part of Me" Demo) - LPU Rarities	Linkin Park	Hybrid Theory (20th Anniversary Edition)	spotify:track:74NnckLRWtpc1sIsZNbCsq
Hurry (1999 Demo) - LPU Rarities	Linkin Park	Hybrid Theory (20th Anniversary Edition)	spotify:track:5LbLdcdCgEDM92jAexGEPN
Tongue Tied (with YUNGBLUD & blackbear) - Gentlemens Club Remix	Marshmello, YUNGBLUD, blackbear, Gentlemens Club	Tongue Tied - Remix EP	spotify:track:6BMUBTUwqR5It1gKudkzbF
Snoozefest	mansionz	Mansionz	spotify:track:0PkfO1btJSUdWJ7kWnoGNi
Tongue Tied (with YUNGBLUD & blackbear) - HiGuys Remix	Marshmello, YUNGBLUD, blackbear, HiGuys	Tongue Tied - Remix EP	spotify:track:2GwrpOf0jMPtijdw9qwpXe
Relaxation	Logic	YS Collection Vol. 1	spotify:track:5AgROGBWg39Ln0GK3YFSmz
Root Beer Float	Olivia O'Brien, blackbear	Root Beer Float	spotify:track:3bA30uvYoSwHYFW4IOO2O4
Candyman	Zedd, Aloe Blacc	Candyman	spotify:track:0NWQTyapmz4GuDTSN9xTB7
Ice Out	Fat Nick, blackbear	Generation Numb	spotify:track:5Gy2JKtUgwTvLd0JUridxH
Worry About Me (MK Remix ft. blackbear)	Ellie Goulding, blackbear, MK	Worry About Me (Remixes)	spotify:track:2zwXLqH0GyT4lcPv3dXcsF
IDWK - Loud Luxury Remix	DVBBS, blackbear, Loud Luxury	IDWK (The Remixes)	spotify:track:5XnImxteCgwRGDUjca84Cp
Bounce Man	Twenty One Pilots	Scaled And Icy	spotify:track:2GkmE8BrD00ngyjs2PT9Fp
i'm thinking about horses	mansionz	Mansionz	spotify:track:38kjIfRtXsUxXyzhsKwX7i
Strip Club	mansionz	Mansionz	spotify:track:5AftJmmIpgmEMGkBtO69m7
Coconuts	Kim Petras	Coconuts	spotify:track:71yN0yrHej3jhKXewbmtEh
The Game	Denzel Curry	The Game	spotify:track:091n9MH1VUepOdhnv7SLci
I WANNA SEE SOME ASS (feat. jetsonmade)	Jack Harlow, jetsonmade	Sweet Action	spotify:track:2aWVaW1p2kUc5yuKwBmRJi
a m a r i	J. Cole	The Off-Season	spotify:track:2cnKST6T9qUo2i907lm8zX
Go Dumb (feat. blackbear, The Kid LAROI and Bankrol Hayden)	Y2K, The Kid LAROI, blackbear, Bankrol Hayden	Go Dumb (feat. blackbear, The Kid LAROI and Bankrol Hayden)	spotify:track:64YAQSR4jfmtHeJudcQix2
The Life Of A Troubadour	mansionz, Snoozegod	Mansionz	spotify:track:52HjbwSaC6fhChoKGWohWA
Player Haters' Ball (feat. blackbear)	Palisades, blackbear	MIND GAMES	spotify:track:4lud1K3yqVcxqpjpFvR01q
Diamonds (feat. J. Cole & Rick Ross)	French Montana, J. Cole, Rick Ross	Mac & Cheese 3	spotify:track:77aoB0N8Pqqxrpm3ADYg0W
No Service In The Hills	Cheat Codes, PRINCE$$ ROSIE, blackbear, Trippie Redd	HELLRAISERS, Part 2	spotify:track:1yMfP8L1WUeIUmOuG8rnvz
ROXANNE - Remix	Arizona Zervas, Swae Lee	ROXANNE (Remix)	spotify:track:5hC7h0yWVMkxhLbNXCscBR
The Story of Tonight - Reprise	Okieriete Onaodowan, Daveed Diggs, Lin-Manuel Miranda, Leslie Odom Jr., Anthony Ramos	Hamilton (Original Broadway Cast Recording)	spotify:track:1CzeuSrm71wHP9qsjg7p3F
Still New York - VALNTN Remix	MAX, Joey Bada$$, Valntn	Still New York (Remixes)	spotify:track:6JgJDQUDl1x0OenUwNgRDm
Hell and High Water (feat. Alessia Cara) - Utiliti Remix	Major Lazer, Alessia Cara, Diplo, Jason Julian, Walshy Fire, Utiliti	Music Is The Weapon (Remixes)	spotify:track:7d8hSiHoSC4q0G6ndygZQt
i n t e r l u d e	J. Cole	The Off-Season	spotify:track:08LwMWf5Tcfsd752EPzFV0
Do It Again	Terrace Martin, Kendrick Lamar, Wiz Khalifa	Locke High 2	spotify:track:6tjxsNiHSu2XhtTwlIauIG
hot girl bummer (with Khea) - Khea Remix	blackbear, KHEA	hot girl bummer (with Khea) [Khea Remix]	spotify:track:0QlT8brSPmDnGGOhIKEYC8
Crush - Blast Off Productions Radio Remix	David Archuleta, Josiah Hendler	Crush (Remixes)	spotify:track:26ipAtVkYoGkAtmFYvY8wk
Sweet Dream Lullaby - Instrumental Lullaby Version	Alessia Cara	Sweet Dream	spotify:track:7sZy6GUNNqfVXkd3YPgRyE
Day ‘n’ Nite - Spotify Singles	Coldplay	Spotify Singles	spotify:track:6M0tj2hONdMEveSWg3JdQG
Suicide Doors (feat. Gunna)	French Montana, Gunna	Suicide Doors (feat. Gunna)	spotify:track:1rmpmDrnCR7fFZSmghtXmY
The 90s	FINNEAS	Optimist	spotify:track:7pNcOZGxBHXuNKT2YUABzr
Out Of Love - Devault Remix	Alessia Cara, Devault	Out Of Love (Remixes)	spotify:track:5t9BKjdi6V54OxHZRmpZxD
From tha D Remix (feat. Eminem & Kid Rock)	Trick Trick, Eminem, Kid Rock	Featuring	spotify:track:56ja9bp0D786DnXr0VF1tz
Still New York - It's Different Remix	MAX, Joey Bada$$, It's Different	Still New York (Remixes)	spotify:track:3GbUXAGBbsDunYOydyAky5
Dennis Rodman	mansionz, Dennis Rodman	Mansionz	spotify:track:73cAKC1NbxHuFPcQ4slGtl
I'm Only Joking	KONGOS	Lunatic	spotify:track:3iag81mU7BylirRwRYXd8E
The Adams Administration	Original Broadway Cast of Hamilton	Hamilton (Original Broadway Cast Recording)	spotify:track:68Ijc4fPmT3P5BN6Vrl2s2
sniffing vicodin in paris	blackbear	cashmere noose (Deluxe)	spotify:track:61wzE1frQM77SewH6w4rd1
Bad Habits (feat. Bring Me The Horizon)	Ed Sheeran, Bring Me The Horizon	Bad Habits (feat. Bring Me The Horizon)	spotify:track:7vrKEP66NdiQDPryPG6olO
Mask Off - Marshmello Remix	Future, Marshmello	Mask Off (Marshmello Remix)	spotify:track:5rK0pyEObO4DBFLy682QvR
Flex Your Way Out (feat. blackbear)	Sofi de la Torre, Bodybangers, Lotus, blackbear	Flex Your Way Out (feat. blackbear)	spotify:track:0IHMXrqSYyJ1bWURL93seL
JEWELZ	Anderson .Paak	JEWELZ	spotify:track:2IFFKj9orAsQOOS0JRhHAW
Til The Day I Die	TobyMac, NF	This Is Not A Test (Deluxe Edition)	spotify:track:3vcR61Xo41GQwldH2x5xdy
Sleeping in My T-Shirt	Zak Waters	Lip Service	spotify:track:6fHJPzOgBgmvJEYefYJUcr
That's My Girl	Fifth Harmony	7/27 (Deluxe)	spotify:track:2ACOWPLUe4A4KuQ5ioD2od
Things We Lost In The Fire - TORN Remix	Bastille, Jonas Törn	Things We Lost In The Fire	spotify:track:3P8vxac7Molv2YNyi7Ktzn
Pompeii - Monsieur Adi Remix	Bastille, Monsieur Adi	Pompeii	spotify:track:6bkcesClFimNB8swvKCP3B
Flaws - Cinematic's In My Soul Remix	Bastille, Cinematic	Flaws	spotify:track:2noaqinMJurYfwCB6mK6X4
Quarter Past Midnight - Shift K3Y Remix	Bastille, Shift K3Y	Quarter Past Midnight (Remixes)	spotify:track:4fkgB8Ic1iERcJzeuKryi7
Happier - Hikeii Remix	Marshmello, Bastille, Hikeii	Happier (Remixes Pt. 2)	spotify:track:7eozrxGuIkSpnGferUc5XJ
Things We Lost In The Fire - Tyde Remix	Bastille, Tyde	Things We Lost In The Fire	spotify:track:1ma9rdaJE2HokZsRrIyifB
Happier - Breathe Carolina Remix	Marshmello, Bastille, Breathe Carolina	Happier (Remixes)	spotify:track:31OqWK8Lc6GnUbnLG3GqPX
Million Pieces - M-22 Remix	Bastille, M-22	Million Pieces (M-22 Remix)	spotify:track:08rBIlTMXlF5uEHobZglxv
bad_news - Instrumental	Bastille	Oblivion	spotify:track:4VO2TKzXX6wEcl6FWKbPLX
Happier - Svdden Death Remix	Marshmello, Bastille, SVDDEN DEATH	Happier (Remixes Pt. 2)	spotify:track:0rEp6Xwcrb8dMi5CCUc1ig
Untitled	Ben Rector	Songs That Duke Wrote	spotify:track:2Hh0jlkG7vJgjrc47n6p5U
Im A Lone Star	Jethro Sheeran, DaBaby, Ed Sheeran	Im A Lone Star	spotify:track:2j7XOlP8N0H9AbjZonSyNX
Sunday (feat. Snoop Dogg)	Ben Rector, Snoop Dogg	The Joy of Music	spotify:track:4ztgjcOsR0HGsm1vkzh0Ky
Happier - Matt Medved Remix	Marshmello, Bastille, Matt Medved	Happier (Remixes Pt. 2)	spotify:track:508lUjbGcPrL0CfvHC7UvI
Irgendwann wird alles leichter	ANOKI	Irgendwann wird alles leichter	spotify:track:2Fz1z5d4KxJTiw1LpnQsNY
